ID,NAME,LINK_ID,tid,tname,m_tid,m_tname
38,有哪些小众但是质量很高的英文财经网站或订阅源？,27039462,19574520,财经网站,10,金融
39,经济学入门读物哪本比较好？,22567445,19560170,经济学,10,金融
42,有哪些适合门外汉学习的财经、金融课程或者视频？,29224841,19609455,金融,19609455,金融
43,人民币印了这么多，为什么银行还会发生「钱荒」？,21234062,19551066,财经,10,金融
46,为什么主力净流出如此巨大，股价却如此稳定而没有大跌？,27030077,19551404,投资,10,金融
51,在中央财经大学就读是一种怎样的体验？,24367603,19556353,大学,12,教育
54,如何看待2015年8月24、25、26日股票大跌，沪指跌破3000点？,34964858,19551404,投资,10,金融
55,「精致的利己主义」是否是一种可耻的价值观？如何看待这一说法？,28091971,19556353,大学,12,教育
58,2015年下半年以来，经济在走下坡路，但是楼市、股市在却上升，应该如何解释？,36767877,19609455,金融,19609455,金融
59,"如何看待【男子18万元汇错账号对方愿还 法院称不可以】？",30744612,19550874,法律,21,法律
61,现在用人民币1万元买什么物品带回500年前，持续经营，可以成为富甲一方的富豪？,27839042,19551077,历史,5,历史
62,"《经济学人》（The Economist）在互联网时代保持成功的原因何在？",19557613,19558663,"经济学人（The Economist）",10,金融
64,考上上海财经大学金融硕士有多难？,28327818,19563107,考研,12,教育
66,"2013 年 5 月初部分中国大陆 iOS 用户无法更新 App Store，和「彭博商业周刊」这个应用有关吗？",21023418,19551991,"iOS 应用",16,科技
67,任志强说2015不买房，一辈子也买不起房，背后的逻辑是怎样的？,37367874,19555355,房地产,10,金融
68,"如何评价刘姝威质疑贾跃亭 3 天套现 25 亿？",31398769,19609455,金融,19609455,金融
69,浏览Quora与浏览Economist相比，哪个对提高英语语感和写作更有效？,35236566,19558435,英语学习,13,语言与文化
70,《经济学人》《自然》这些国外优秀期刊的英文原版哪里可以下载？,24792171,19553528,英语,13,语言与文化
74,有哪些研究社会问题的经济学论文，让你印象深刻？,30101296,19560170,经济学,10,金融
77,"和 TIME / The New Yorker / The Economist 相比，内容与深度最类似或最能与之相提并论的中文报刊杂志有哪些？",20046225,19556423,文学,13,语言与文化
78,使用中央财经大学沙河校区新图书馆是怎样的体验？,41068295,19556353,大学,12,教育
80,2016年初，有哪些经济分析是出于平息社会恐慌的画饼充饥？,37698309,19551404,投资,10,金融
81,普通工科211大学大三学生，如何通过自学考上上财金融方面的研究生？,27673599,19609455,金融,19609455,金融
82,想了解一些关于制度经济学的内容，如何由浅入深的设计书单？,30523680,19560170,经济学,10,金融
83,如何评价中央「一号文件」鼓励承包土地向大户流转的内容？会在将来带来哪些影响？,20756562,19551066,财经,10,金融
84,在主动意识下，想帮助日本的企业对中国的一些企业和个人的侵权行为进行起诉和赔偿要求，如果做了算汉奸吗？,22677232,19551404,投资,10,金融
85,芮成钢的英语水平到底怎么样？,24475405,19553528,英语,13,语言与文化
87,有什么分析中国经济的好书推荐？,22617718,19560170,经济学,10,金融
88,商业地产如何才能走出同质困境？,24807582,19551066,财经,10,金融
90,卫生统计的硕士研究生如何系统地把统计基础打牢？,20544234,19550581,学习,12,教育
94,2014年，中国哪些地区已跨过“中等收入”门槛？,29986326,19552981,经济,10,金融
95,有哪些适合普通人阅读的经济学论文？,29402130,19560170,经济学,10,金融
98,为了看懂华尔街见闻网站上的资讯，非经济金融专业毕业的理工科从业者需要哪些书籍入门？,21683182,19560170,经济学,10,金融
99,怎样理解中央一号文件中「降低或取消产粮大县直接用于粮食生产等建设项目资金配套」？,22561677,19551066,财经,10,金融
104,以在金融领域求职为目的，如何阅读【经济学人】？,34508122,19560170,经济学,10,金融
105,如何正确利用kindle的单词本功能来学习《经济学人》进而提升词汇量和写作水平？,32014479,19553528,英语,13,语言与文化
107,为什么中国的产业工人不可能像国外工人那样用心做东西？,20118893,19551066,财经,10,金融
110,在天津财经大学就读是怎样一种体验？,24412015,19556353,大学,12,教育
111,2015年9月21日的沪市行情会是怎样的走势？,35751137,19551404,投资,10,金融
113,"《华尔街日报》称苹果正在制造一款全新入门价 iPhone，这可能吗？",20702295,19550292,iPhone,16,科技
114,考研会计专硕怎么准备?,34968911,19563107,考研,12,教育
116,"你怎样看6月19号A股沪指暴跌逾6%失守4500点， 两市近千只股票跌停？",31440841,19551066,财经,10,金融
117,有什么好的股票类游戏吗？,23235566,19551066,财经,10,金融
118,如何看待西南财经大学李雪敏同学跳楼后，家属与学校的冲突？,38995488,19556353,大学,12,教育
120,叶檀的财经评论如此多产，可信度高吗？从专业角度，是否客观准确？,20177876,19609455,金融,19609455,金融
122,对比日本、印度、缅甸等亚洲国家，中国过去30年经济增长有多惊人？,27061228,19552981,经济,10,金融
123,怎么看待《财经郎眼》上的激辩余额宝这一期节目？,23240485,19609455,金融,19609455,金融
125,"在中央财经大学读书一定要考注会或者 ACCA 吗？",30487276,19555480,大学生,12,教育
126,国内比较好的财经网站是？您在炒股时常用的网站是？,20164617,19551066,财经,10,金融
127,中国排名前50名城市，经济总量占全国比重多少？,26953465,19558663,"经济学人（The Economist）",10,金融
129,《商业价值》杂志觉得自己是一个媒体团队还是互联网团队？,20546648,19550517,互联网,16,科技
131,"如何用好 Economist Bloomberg 等杂志提高英语？",20889662,19553528,英语,13,语言与文化
133,人民币升值和国内通货膨胀严重，两者有没有矛盾？,19795393,19551066,财经,10,金融
134,中南财经政法大学有哪些值得推荐的美食？,38547130,19551137,美食,15,食品与安全
135,哪里可以找到世界500强的年报下载？,20645695,19609455,金融,19609455,金融
137,"2016 年中国房地产市场会是怎样的局势？",37655460,19555355,房地产,10,金融
138,中央财经大学和西南财经大学如何选择？,31622004,19567664,高考,12,教育
140,"经济学有哪些值得推荐给初学者的论文 (Paper)？",23290239,19560170,经济学,10,金融
142,长江经济带设立对相关城市是一次机遇吗，如果能盘活整体经济，那是以怎样的辐射方式？,23592230,19566933,社会,19566933,社会
143,如何看高盛预测：2050年世界前七大经济体将是中国、美国、印度、巴西、墨西哥、俄罗斯和印尼？,29158553,19561759,国际政治,19,军事政治
145,"《经济学人》所列出的「中国经济十个 curious features」是否属实？",23703862,19552981,经济,10,金融
147,有什么关于人类行为学的好书值得推荐?,20753707,19550376,书籍推荐,13,语言与文化
150,学习区域经济学，从本科到研究生阶段，有哪些好的教材推荐？,29750023,19560170,经济学,10,金融
151,这种分析报告的图片很漂亮，是用什么软件制作的？,28338867,19551557,设计,14,艺术设计
158,《白衣校花与大长腿2》中的男主角任浩铭会长究竟有多少钱？,27799997,19551066,财经,10,金融
161,日本灾后重建会不会给停滞十几年的日本经济带来转机，刺激日本经济再次腾飞？,19585768,19551066,财经,10,金融
162,兼职创业，老大一直不提股权分配，说先埋头做事，其他事不要多想，等到A轮的时候再说。我现在应该做什么吗？,19866889,19550422,风险投资（VC）,10,金融
163,股票从500w到5000w在回到500w是种什么样的体验？,40036418,19551066,财经,10,金融
164,国家不能多印一些钱给穷人的原因是啥？,20904192,19609455,金融,19609455,金融
165,国内有哪些财经法律类记者的文章值得推荐？,20967241,19550874,法律,21,法律
168,英专学生怎么使用《经济学人》效率比较高？,29947570,19553528,英语,13,语言与文化
171,财经专业的学生是考证重要还是学习拿奖学金重要？,29225778,19551066,财经,10,金融
174,"经济学人杂志上「let's party like  it's 1793」是什么意思？",21011443,19551424,政治,19,军事政治
175,为什么大学教师的学历要求那么高？,32195212,19551066,财经,10,金融
177,学金融的人常去的社区或网站都有哪些？,19599123,19574520,财经网站,10,金融
178,如何看待今日头条「中央财经大学新校区启用6年无正式图书馆」这一报道？,38546033,19556353,大学,12,教育
181,京东网银钱包账户被盗了，要求京东先行赔付一直得不到解决怎么办？,27317247,19551066,财经,10,金融
182,在中央财经大学找男朋友有多难？,25340885,19564412,恋爱,18,人际交往
183,码农和金融民工哪个压力更大？,22786508,19609455,金融,19609455,金融
187,找个西南财经大学的男生做男朋友是什么感受？,25067443,19564412,恋爱,18,人际交往
189,西南财经大学，暨南大学，华南理工大学，云南财经大学等南方高校的金融怎么样？,21885186,19556353,大学,12,教育
190,"召集与互联网平台合作过的经销商 说说你接触过的汽车电商，为你带来了啥？",41137840,19551915,汽车,9,汽车
193,如何成为财经记者？如何写出类似《第一财经周刊》上的漂亮文章？,21596682,19551066,财经,10,金融
200,经济学的经典通俗的书有哪些推荐？,20010921,19552981,经济,10,金融
201,财经公关的前景如何？国内有那几家财经公关做的比较好的？通常会采取哪些手段进行公关？,20008276,19551066,财经,10,金融
205,"东北财经大学原属于财政部，后来为什么又归属于辽宁省教育厅? 这一改变对东财有什么影响?",34598611,19895905,东北财经大学,12,教育
206,"看New yorker、Economist、the Atlantic、FT等都是订阅看还是别的途径？",33737420,19558663,"经济学人（The Economist）",10,金融
208,非法商专业出身的你，是如何杀入金融圈的？,30722585,19609455,金融,19609455,金融
210,求实证江西财经、天津财经、南京财经、浙江工商对比，哪所优势更强？,24303949,19567664,高考,12,教育
212,"《经济学人》（The Economist）上的文章在政治光谱上大概处于哪一个位置？",31090851,19551424,政治,19,军事政治
213,在乔布斯式的独裁和否定管理中苹果的设计师和工程师如何保持创造力和创新思维？,23666102,19552266,文化,13,语言与文化
214,对于小白来说，怎么才能读懂那些报纸上的财经板块，或者网站上的财经版块的新闻？,23132702,19609455,金融,19609455,金融
215,想系统了解发展经济学，有哪些书可以推荐？,21898813,19560170,经济学,10,金融
220,审计时查到账外资金是什么体验？老鸟能否分享下过程和精彩故事？,39982428,19551066,财经,10,金融
221,西南财经大学考研想放弃换哪里比较好？,36647356,19556353,大学,12,教育
225,怎么解读郎咸平所说的「中国债务危机正式爆发」？,19988806,19551066,财经,10,金融
227,"2015 年，出现了哪些值得一看的经济学书籍？",38339470,19550376,书籍推荐,13,语言与文化
229,中国会出现像《经济学人》这样有国际影响力的杂志吗？什么时候能出现？,33029848,19553528,英语,13,语言与文化
231,国资委开始考核EVA（经济增加值）指标，请问EVA是什么，该指标如何计算，引入EVA具体的意义；计算当月的EVA的平均资本成本率是否要除以12呢？,20075507,19560170,经济学,10,金融
236,如何评价财经郎眼王福重和郎咸平关于制造业升级还是发展金融业是中国未来的发展道路?,26581843,19609455,金融,19609455,金融
240,芮成钢的书会被下架吗？你赞成下架吗？为什么？,24475295,19551424,政治,19,军事政治
243,芮成钢的穿衣品位很差么，为什么大家老黑他？,22818519,19641262,服饰搭配,22,生活居家
244,对于准备进入审计领域的学生，有哪些实用建议？,21902803,19609455,金融,19609455,金融
246,故意做多和恶意做空都是市场操纵行为，为什么前者没有被禁止？,35907700,19551404,投资,10,金融
247,2015年下半年之后，政府会采取哪些措施引导老百姓再投资房产？,35514478,19551404,投资,10,金融
251,大一学生，211财经类大学法学院，如果立志毕业要当律师，请问现在我应该要做些什么？,28226329,19559469,律师,21,法律
253,财经领域有哪些比较接近真实的小说或影视剧？,22505189,19550429,电影,6,动漫与电影
254,为什么中国现在还要发行硬币？发行量大，用的人多吗？,19735892,19609455,金融,19609455,金融
255,西方媒体唱衰我国和我国媒体唱衰印度，二者是不是同样的心理因素？,37356120,19551066,财经,10,金融
256,大家平时去哪里查阅各类财经数据？,21056755,19551066,财经,10,金融
257,《从0到1》对个人发展有什么参考意义？,30763213,19550581,学习,12,教育
259,读《经济学人》时句子看不懂怎么办？,24172879,19553528,英语,13,语言与文化
260,如何在网上免费看《经济学人》？,22531826,19558663,"经济学人（The Economist）",10,金融
262,越南的平均工资水平怎么样？和中国相比有多高？,19762528,19551066,财经,10,金融
263,外经贸和中央财经毕业生前景对比？,40646584,19567664,高考,12,教育
264,龙永图都出来说TPP对我国没影响了，根据一贯的逻辑，是不是真的影响很大？,36318891,19551066,财经,10,金融
266,最近股市大涨，该不该劝阻父母跟风进入股市？,30551761,19551066,财经,10,金融
270,怎样从经济学角度分析双十一？,37137069,19560170,经济学,10,金融
272,应该以何种顺序阅读「汉译世界学术名著之经济学系列」？,29875481,19560170,经济学,10,金融
275,10万资金在期货市场如果做仓位资金的控制?,24331967,19551066,财经,10,金融
279,两财一贸格局还存在吗？没有出现新的竞争者或者其中之一已经超过另两个？,34313675,19556353,大学,12,教育
285,彭博终端的内容与其财经网站上的免费内容有何差别？,21481576,19550517,互联网,16,科技
289,金融和法律从业者，在《财经》和《新世纪周刊》这两者中，会选择哪一本作为常看杂志？,20731633,19550874,法律,21,法律
290,上海财经大学计科大一学生，准备转到经济学院，我想问问经济学院各个专业的特点和就业情况？,28280610,19552981,经济,10,金融
291,"2012 年上半年，有哪些事件，虽然在发生时没有被媒体广为关注和报道，但是在一年或三五年过去后，回过头来看会发现其重要的意义？",20400594,19551077,历史,5,历史
292,业余学习经济学方面的知识，有哪些入门的书籍推荐？,27335826,19560170,经济学,10,金融
294,「327」国债事件中魏东的操作同样违法为何没判刑？,21339978,19551404,投资,10,金融
295,现在08年的四万亿被骂这么惨，当时的社会舆论是怎样的？,36729624,19609455,金融,19609455,金融
298,在中央财经大学中国经济与管理研究院（CEMA）学习数理经济与数理金融专业是怎样的体验？,31491713,19560170,经济学,10,金融
302,数学一定是学习经济学的基础么？,36539087,19560170,经济学,10,金融
303,推出3.2万亿地方债务置换意味着什么？,35110527,19552981,经济,10,金融
305,在大连各个高校读大学分别是怎样的感受?,31948785,19895905,东北财经大学,12,教育
308,和讯是知名的财经网站，为何里面会有大量时政内容？,23463023,19574520,财经网站,10,金融
309,"中国政府债务超 20 万亿，到底有能力偿还吗？会不会出现城市或者国家破产？",22407135,19552981,经济,10,金融
310,转型一年后，《新闻周刊》宣布恢复印刷出版，走《经济学人》路线，背后的逻辑是什么?,22191014,19558663,"经济学人（The Economist）",10,金融
311,为什么国内没有《时代》、《经济学人》等杂志的购买？,37802578,19558663,"经济学人（The Economist）",10,金融
313,"《商业价值》移动互联网创新大会 2013 的简介究竟是什么意思？",21290247,19550517,互联网,16,科技
314,我想问问，在哪能找到《泰晤士报》、《时代周刊》《新闻周刊》《今日美国》《国家地理杂志》《科学美国人》《科学》《探索》《自然》《商业周刊》《经济学家》《华尔街日报》他们的中文版？,20831514,19560170,经济学,10,金融
316,谢作诗这样的经济学理论有什么问题？,20645206,19560170,经济学,10,金融
317,我国著名的经济学者(家)都有谁？,30011707,19560170,经济学,10,金融
321,铁汇最近100％赠金是怎么回事？有没有跑路的风险？,26881129,19551066,财经,10,金融
322,中南财经政法大学法学专业的新生是否应复读？（发挥有些失常）,35171929,19556353,大学,12,教育
326,在南京财经大学读书是一种什么样的体验？,30072868,19556353,大学,12,教育
327,为什么我感觉《财经郎眼》里嘉宾的观点比郎咸平本人更有水平？,28588970,19551066,财经,10,金融
333,2015年8月24日股市会是怎样的趋势，会是怎样的图形？,34931881,19551066,财经,10,金融
336,A股目前上涨的动力是什么？,27846589,19609455,金融,19609455,金融
337,如何看待财经网报道《揭秘华为12年虚拟股骗局：形迹近于“非法集资”（华为股票虚实）》？,20316154,19559840,股票,10,金融
338,B站视频承包计划怎么被确认属实的?,25920255,19551066,财经,10,金融
339,我国目前有哪些具有财团雏形的集团？,25011194,19551066,财经,10,金融
341,衡量一个商业模式好坏的最直接依据是什么？有人说是现金流模式，这样说对吗？,19810550,19550517,互联网,16,科技
343,如何看待东财两个版本的“南山南”？,39776355,19895905,东北财经大学,12,教育
344,山西转型发展要如何转型？,37995632,19552981,经济,10,金融
347,想办一场辩论赛，求关于财经方面的辩题?,29468869,19609455,金融,19609455,金融
348,"如何理解芮成钢所说: 『莫忘国耻是对的，但同时又要理性区分，历史的屈辱到了今天，仍然是屈辱吗？抑或者只是我们在种种教育宣传下，潜意识里挥之不去的那么一点儿自卑情结』？",20518597,19551077,历史,5,历史
351,评价上海财经大学，中央财经大学，对外经贸大学，西南财经大学，中南财经政法大学间的优劣？,26385306,19556353,大学,12,教育
352,《经济学人》和《商业周刊》各自的优势是什么？,20206680,19552981,经济,10,金融
354,如何评价东财助手服务号因造谣被学校封杀?,39292357,19895905,东北财经大学,12,教育
357,2015年10月8日股市行情大概会是怎样的趋势？,36206774,19551066,财经,10,金融
359,"为什么《经济学人》杂志网站的正文字体从原来的 Verdana 改为 Arial？",20743517,19558663,"经济学人（The Economist）",10,金融
360,如何利用经济学人economist学英语？,30854656,19553528,英语,13,语言与文化
363,大家炒股都是看哪个网站的信息，哪个更快更准？,29964801,19551404,投资,10,金融
365,1840-1940，这100年间香港GDP增长了多少？,26995588,19628686,经济史,10,金融
367,怎么给15岁的孩子解释经济学上“看不见的手”？,26421983,19609455,金融,19609455,金融
368,"2012 年 2 月 21 日的财经新闻有哪些值得注意和思考的点？",20076718,19551066,财经,10,金融
369,想学习经济知识，应该循序渐进的看哪些书？,19936895,19560170,经济学,10,金融
374,如何看待国泰君安因恶意砸盘被限制做市3个月？,40808425,19609455,金融,19609455,金融
375,为什么从网络舆论来看，宝万之争中更多的人在讨伐王石支持宝能呢？,38701630,19551066,财经,10,金融
376,2015年10月以来楼市正在回暖，房企正在加大各个城市拿地力度，是否意味着这一次的买房窗口期要过去了？,36960211,19551404,投资,10,金融
378,高房价作为政府从社会上收钱的手段，2015年后能持续吗？,36207562,19555355,房地产,10,金融
379,2015年8月31日的沪市指数会呈现怎样的走势？,35171227,19609455,金融,19609455,金融
380,考西南财经大学的金融研究生有多难？背景理工科，普通一本院校，大一，平时不玩游戏，就看一些人文类的书？,30822119,19609455,金融,19609455,金融
381,2015年5月28日股价暴跌6.45%，是不是预示着牛市结束？,30747857,19551066,财经,10,金融
383,中国经济放缓是否意味着中国无法成为发达国家了？,29459276,19551066,财经,10,金融
384,你经常买的国内的财经杂志有哪些？它的什么吸引了你？,19560001,19551066,财经,10,金融
385,本科金融，想做财经记者，考研坚持金融专业还是新闻与传播专业?,27890299,19563107,考研,12,教育
386,怎样来分析经济新闻（经济现象）？,20058923,19551066,财经,10,金融
387,有哪些高端点的中文金融杂志（非学术类的，纸质的）？,24118178,19609455,金融,19609455,金融
390,微观金融和财务知识有什么区别？,22520326,19609455,金融,19609455,金融
391,"怎样看待人民币被纳入IMF特别提款权货币篮子 ( SDR )？",38054852,19551066,财经,10,金融
392,买了40万的股票，其中20万贷款，现在还剩15万左右套着，我该怎么办啊？挣的钱还贷款几乎月月光了。？,35716713,19551066,财经,10,金融
393,如何看待经济学人对俄罗斯开战的预测？,34861783,19558663,"经济学人（The Economist）",10,金融
394,如何看待上海多家银行严审福建人贷款？,33622162,19551066,财经,10,金融
395,看懂一份财经报，需要读懂哪些书作为基础？,32112833,19551066,财经,10,金融
397,CFA和金融硕士比较，学的东西差别多大？,28996566,19609455,金融,19609455,金融
398,销售额和营业收入的区别在哪？哪个值应更大一些？,20409184,19551066,财经,10,金融
401,"2012 年 2 月 20 日的财经新闻有哪些值得注意和思考的点？",20074573,19551066,财经,10,金融
402,"金融投资界的朋友认为 2012 年 2 月 8 日的财经新闻有哪些值得注意和思考的点？",20054069,19551066,财经,10,金融
407,看了今天的CCTV-2财经频道那么诚实的报道，你能学到什么？,39634863,19551066,财经,10,金融
411,为什么需求曲线的横坐标是数量，纵坐标是价格，为何不反过来？,20904672,19560170,经济学,10,金融
413,"英语专业本科学历，想去经济学人the Economist工作，求建议？",30215960,19558663,"经济学人（The Economist）",10,金融
415,"为何今日降准 股市反而大跌？",29718720,19551404,投资,10,金融
416,"美国平均月薪3000$，中国3000RMB iphone在美国卖600多$，在中国卖5000RMB，却在中国占有最大市场，这是为啥？",29649230,19556664,科技,16,科技
420,有20万元，需要买房、装修、买车、结婚，应该如何配置？,25984382,19558663,"经济学人（The Economist）",10,金融
427,有哪些好的新闻类手机应用推荐？,21773135,19551066,财经,10,金融
428,大连各大高校是怎么看待其他学校的？,40483609,19895905,东北财经大学,12,教育
430,非985/211的大学生考研如何考取上海财经大学？,38173278,19609455,金融,19609455,金融
433,学习经济学类专业的大学生应该读哪些专业方面的书籍。？,34481033,19560170,经济学,10,金融
438,"粉单市场（Pink Sheet）中交易的股票算是上市了吗？",23590063,19609455,金融,19609455,金融
440,如何评价《财经》记者高胜科“春节纪事：一个病情加重的东北村庄”这一篇报道？,40382790,19566933,社会,19566933,社会
441,为什么中财和北航校区隔这么近同学们却不跨校谈恋爱?,39496608,19564412,恋爱,18,人际交往
444,如何看待美国的资本阶层？,21150053,19551066,财经,10,金融
447,对互联网行业比较感兴趣的高考生想上海财经大学的电子商务专业，这个学校、专业有何特点？,20799987,19556353,大学,12,教育
449,最近我国的股票市场那么火，散户在股市中处于信息信息不对称的弱势方，究竟怎么选股才合适呢？,29543877,19551066,财经,10,金融
450,电视新闻中报道财经类新闻时经常会播放点钞机数钱的镜头，金融形势好坏都会点钱，这个镜头有什么深刻寓意吗？,20381684,19609455,金融,19609455,金融
451,有没有推荐的比较好的会计财务类期刊杂志？,26614943,19551066,财经,10,金融
455,"2012 年 2 月 27 日的财经新闻有哪些值得注意和思考的点？",20088429,19551066,财经,10,金融
456,"2011 年，知乎上「财经」领域获得赞同票最多的 Top 10 回答是哪些？",20009490,19551066,财经,10,金融
457,手上只有4k的学生党，该如何投资理财？,21729501,19551404,投资,10,金融
460,文科，中国矿业大学、华中农业大学、安徽财经大学选哪个？,36943247,19556353,大学,12,教育
461,小妹要读大学了，2B线，学费贵。乡下父母年老没存款，有办法可以边读书边兼职赚学费生活费的吗？求教！谢?,33965746,19556353,大学,12,教育
462,为什么2015年做生意的人们，都说生意不好做？,33499617,19551066,财经,10,金融
467,适合财经类专业大学生看的财经类杂志有哪些?,23752676,19551066,财经,10,金融
468,大学生应该如何进入股市？,23652663,19551404,投资,10,金融
469,国际或国内比较好的财经网站有哪些？,19937021,19609455,金融,19609455,金融
470,哪些优秀的财经电影值得推荐？,19930291,19551066,财经,10,金融
471,为什么山西财经大学在上世纪很著名而现在逐渐衰落？,22455100,19556353,大学,12,教育
472,西南财经大学金融学考研，专业课如何复习？,41402206,19563107,考研,12,教育
473,征税能否减轻或消除国人的人情消费负担？,21672785,19551066,财经,10,金融
474,如何评价中资公司财信集团将收购美国芝加哥证券交易所？,40180927,19551066,财经,10,金融
475,中小企业私募债的发型对企业的财务要求有哪些？,21511486,19551066,财经,10,金融
476,如何看待2015年12月3日英国《金融时报》报道ECB议息会议的乌龙事件？,38157417,19609455,金融,19609455,金融
477,中央财经大学(CUFE)毕业的前辈们，你们现在从事着什么样的工作？对后来人有什么建议？,37663604,19556353,大学,12,教育
478,财新《新世纪》周刊的关于刘志军的《危险的关系》一文究竟哪里失实？,21347195,19555377,高铁,9,汽车
480,对于TPP，除了财经类媒体大赞，其它主流媒体尽力淡化影响，说明了什么？,36625400,19609455,金融,19609455,金融
483,餐厅禁止外带食物和酒水有何法律依据？,31965142,19550874,法律,21,法律
486,国内比较好的经济杂志有哪些？,20619938,19552981,经济,10,金融
487,东北城市应如何避免「高等收入陷阱」？,30082621,19560170,经济学,10,金融
489,大四学生第一次去会计事务所实习有什么好建议？,28403755,19551066,财经,10,金融
490,"如果印度以年均 8% 增速，经济上赶超中国需要多少年？",28118392,19560170,经济学,10,金融
491,证券业从业人员一般上哪些网站？优秀的金融资讯或论坛有哪些推荐？,20401956,19551404,投资,10,金融
492,香港在二战后经济腾飞，廉价劳动力在其中起到多大作用？,26995545,19558663,"经济学人（The Economist）",10,金融
494,"2012 年 2 月 29 日的财经新闻有哪些值得注意和思考的点？",20092717,19551066,财经,10,金融
495,"2012 年 2 月 23 日的财经新闻有哪些值得注意和思考的点？",20080976,19551066,财经,10,金融
498,请教老师从哪些方面可以定量区分牛市和熊市转换关键点？,21904431,19552981,经济,10,金融
501,想创业，是不是要cosplay行业中所有角色？,41158554,19551066,财经,10,金融
502,近一年（2015）有没有极具启发性的经济学论文或其他研究成果？,38848757,19560170,经济学,10,金融
503,王思聪5亿赚40亿而我靠10元赚了200元，所以我比他厉害，这句话该怎么反驳？,38124253,19551404,投资,10,金融
504,“从长期看，我们都死了”该如何理解？,21359991,19552981,经济,10,金融
505,买保险不通过保险经纪，自己网上买，有什么利弊？,37356200,19551066,财经,10,金融
507,普通211金融本科对上财金融专硕保研考研希望有多大？,36624879,19609455,金融,19609455,金融
509,"大学里财务管理专业应该考哪些证？或者说如何考这些东东 应该读哪些书是必读的？",35492996,19550376,书籍推荐,13,语言与文化
510,如何评价2015.8.24号崩盘式暴跌？,34972304,19551066,财经,10,金融
511,在中央财经大学读金融专硕什么体验？,33710328,19563107,考研,12,教育
512,对于目前泛亚危机，为啥政府不出面？,33644098,19566933,社会,19566933,社会
514,求助！怎么让对金朝阳投资俱乐部（不懂可上网了解）深信不疑的舅舅醒悟过来？,30472823,19566933,社会,19566933,社会
516,"彼得·蒂尔在《Zero to One》中认为「只有人们不知如何赚钱时，才会想到去搞金融」的说法有道理吗？为什么？",29727152,19609455,金融,19609455,金融
518,哪位大神从技术上解释一下，为什么油价下跌，卢布贬值，麻烦详细一点，本人小小白，谢了！?,27134164,19551066,财经,10,金融
519,"2012 年 2 月 22 日的财经新闻有哪些值得注意和思考的点？",20078676,19551066,财经,10,金融
520,"2012 年 2 月 14 日的财经新闻有哪些值得注意和思考的点？",20064034,19551066,财经,10,金融
521,"2012 年 2 月 13 日的财经新闻有哪些值得注意和思考的点？",20062211,19551066,财经,10,金融
522,"2012 年 2 月 10 日的财经新闻有哪些值得注意和思考的点？",20058126,19551066,财经,10,金融
523,你经常关注的经济学类的网站或博客有哪些？有没有好的经济学网站或书籍推荐？,19594307,19560170,经济学,10,金融
